ID,Titolo,Generi,Punteggio Medio,Rank,Popolarità,Stato,Autori
35243,Haikyuu!!,"Award Winning, School, Shounen, Sports, Team Sports",8.86,27,33,finished,Haruichi Furudate
1224,3-gatsu no Lion,"Award Winning, Childcare, Drama, Iyashikei, Seinen, Slice of Life, Strategy Game",8.85,28,225,currently_publishing,Chica Umino
56805,Koe no Katachi,"Award Winning, Drama, Shounen",8.85,29,26,finished,Yoshitoki Ooima
126287,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen",8.84,30,81,currently_publishing,"Kanehito Yamada, Tsukasa Abe"
144267,Kaoru Hana wa Rin to Saku,"Drama, Romance, School",8.82,33,152,currently_publishing,Saka Mikami
21525,Akatsuki no Yona,"Adventure, Fantasy, Romance, Shoujo",8.82,35,86,currently_publishing,Mizuho Kusanagi
28,Nana,"Adult Cast, Award Winning, Drama, Love Polygon, Music, Romance, Shoujo",8.81,39,77,on_hiatus,Ai Yazawa
651,Kaze no Tani no Nausicaä,"Action, Adventure, Award Winning, Fantasy",8.81,40,267,finished,Hayao Miyazaki
7375,Kokou no Hito,"Award Winning, Drama, Psychological, Seinen, Sports",8.81,41,103,finished,Shinichi Sakamoto
85781,Dungeon Meshi,"Award Winning, Comedy, Fantasy, Gourmet, Seinen",8.77,46,158,finished,Ryouko Kui
100448,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.","Drama, Shounen",8.77,47,58,finished,"Shouichi Taguchi, Sugaru Miaki"
26,Hunter x Hunter,"Action, Adventure, Fantasy, Shounen",8.76,48,22,currently_publishing,Yoshihiro Togashi
14483,Uchuu Kyoudai,"Adult Cast, Award Winning, Drama, Sci-Fi, Seinen, Space, Workplace",8.75,50,465,currently_publishing,Chuuya Koyama
7,Hajime no Ippo,"Award Winning, Combat Sports, Shounen, Sports",8.74,51,164,currently_publishing,George Morikawa
91941,Made in Abyss,"Adventure, Drama, Fantasy, Sci-Fi",8.73,53,61,currently_publishing,Akihito Tsukushi
132678,Veil,"Historical, Romance, Slice of Life",8.73,56,1033,currently_publishing,Ikumi Fukuda
44347,One Punch-Man,"Action, Comedy, Parody, Seinen, Super Power",8.72,57,7,currently_publishing,"Yusuke Murata,  ONE"
72467,Shoujo Shuumatsu Ryokou,"Adventure, Award Winning, Iyashikei, Slice of Life",8.72,58,208,finished, Tsukumizu
45143,Kono Oto Tomare!,"Drama, Music, School, Shounen",8.71,59,367,currently_publishing,Amyuu Sakura
418,Mushishi,"Adult Cast, Award Winning, Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",8.7,61,178,finished,Yuki Urushibara
21,Death Note,"Psychological, Shounen, Supernatural, Suspense",8.69,62,14,finished,"Takeshi Obata, Tsugumi Ohba"
145,Beck,"Award Winning, Drama, Music, Romance, Shounen",8.69,63,189,finished,Harold Sakuishi
116778,Chainsaw Man,"Action, Award Winning, Fantasy, Gore, Shounen, Urban Fantasy",8.69,65,3,currently_publishing,Tatsuki Fujimoto
129621,Medalist,"Award Winning, Drama, Seinen, Sports",8.69,66,1108,currently_publishing, Tsurumaikada
1133,Dorohedoro,"Action, Comedy, Fantasy, Gore, Horror, Seinen",8.68,67,47,finished,Q Hayashida
1859,Natsume Yuujinchou,"Drama, Iyashikei, Shoujo, Supernatural",8.67,68,378,currently_publishing,Yuki Midorikawa
664,Akira,"Action, Award Winning, Gore, Sci-Fi, Seinen",8.66,69,94,finished,Katsuhiro Otomo
123006,Bungou Stray Dogs: Beast,"Action, Detective, Mystery, Shounen, Supernatural",8.66,71,1062,finished,"Kafka Asagiri, Shiwasu Hoshikawa"
100035,Tongari Boushi no Atelier,"Fantasy, Seinen",8.66,72,134,currently_publishing,Kamome Shirahama
107562,Kusuriya no Hitorigoto,"Drama, Historical, Medical, Mystery, Seinen",8.65,75,212,currently_publishing,"Natsu Hyuuga,  Nekokurage"
4,Yokohama Kaidashi Kikou,"Award Winning, Iyashikei, Sci-Fi, Seinen, Slice of Life",8.65,76,203,finished,Hitoshi Ashinano
88660,Yagate Kimi ni Naru,"Drama, Girls Love, School",8.65,79,125,finished,Nio Nakatani
44,Gintama,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",8.64,80,153,finished,Hideaki Sorachi
128365,Kimi to Tsuzuru Utakata,"Girls Love, School",8.64,81,817,finished, Yuama
145863,Sayonara Eri,"Drama, Shounen",8.64,83,92,finished,Tatsuki Fujimoto
78523,ReLIFE,"Comedy, Drama, Romance, School, Slice of Life",8.63,84,67,finished,Sou Yayoi
85968,Golden Kamuy,"Action, Adventure, Award Winning, Historical, Seinen",8.63,85,146,finished,Satoru Noda
23900,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,"Drama, Mystery, Psychological, Shounen, Supernatural, Suspense",8.63,86,1273,finished,"Eita Mizuno,  Ryukishi07"
904,Kozure Ookami,"Action, Historical, Samurai, Seinen",8.63,89,342,finished,"Kazuo Koike, Goseki Kojima"
81,Aria,"Iyashikei, Sci-Fi, Shounen, Slice of Life",8.62,90,439,finished,Kozue Amano
745,Pluto,"Action, Award Winning, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense",8.62,91,101,finished,"Naoki Urasawa, Osamu Tezuka"
9982,Usogui,"Action, High Stakes Game, Psychological, Seinen, Strategy Game",8.61,95,380,finished,Toshio Sako
60783,Mob Psycho 100,"Action, Award Winning, Comedy, Super Power, Supernatural",8.61,97,110,finished, ONE
102256,Ao Ashi,"Award Winning, Seinen, Sports, Team Sports",8.61,99,507,currently_publishing,"Yuugo Kobayashi, Naohiko Ueno"
107931,Blue Period,"Award Winning, Drama, School, Seinen, Visual Arts",8.61,100,97,currently_publishing,Tsubasa Yamaguchi
756,Banana Fish,"Action, Adventure, Delinquents, Drama, Organized Crime, Psychological, Shoujo, Suspense",8.6,101,276,finished,Akimi Yoshida
118289,Skip to Loafer,"Award Winning, Drama, School, Seinen",8.6,102,400,currently_publishing,Misaki Takamatsu
61579,Tobaku Datenroku Kaiji: One Poker-hen,"Adult Cast, Drama, High Stakes Game, Psychological, Seinen, Strategy Game",8.59,104,1979,finished,Nobuyuki Fukumoto
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",Romance,8.59,106,606,finished,Miku Morinaga
37707,Shigatsu wa Kimi no Uso,"Award Winning, Drama, Music, Romance, School, Shounen",8.59,108,194,finished,Naoshi Arakawa
698,Shinseiki Evangelion,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Shounen, Suspense",8.57,110,114,finished,Yoshiyuki Sadamoto
3006,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Shounen, Supernatural",8.57,111,135,finished,Hirohiko Araki
13245,Chihayafuru,"Award Winning, Drama, Josei, Love Polygon, Strategy Game",8.57,112,347,finished,Yuki Suetsugu
3031,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen",8.56,113,54,finished,Jun Mochizuki
11514,Otoyomegatari,"Award Winning, Historical, Romance, Seinen",8.56,114,220,currently_publishing,Kaoru Mori
87844,The Fable,"Adult Cast, Award Winning, Comedy, Organized Crime, Seinen, Suspense",8.56,115,304,finished,Katsuhisa Minami
92559,Diamond no Ace Act II,"School, Shounen, Sports, Team Sports",8.56,116,1088,finished,Yuuji Terajima
23390,Shingeki no Kyojin,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense",8.55,122,2,finished,Hajime Isayama
610,Skip Beat!,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz",8.55,123,169,currently_publishing,Yoshiki Nakamura
1325,Hi no Tori (1967),"Drama, Fantasy, Historical, Psychological, Romance, Sci-Fi, Shounen, Space, Supernatural",8.55,124,799,finished,Osamu Tezuka
11054,Billy Bat,"Detective, Drama, Historical, Mystery, Psychological, Seinen, Supernatural",8.55,126,218,finished,"Naoki Urasawa, Takashi Nagasaki"
105084,Jibaku Shounen Hanako-kun,"School, Shounen, Supernatural",8.55,127,111,currently_publishing,Iro Aida
33327,Tokyo Ghoul,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",8.54,128,6,finished,Sui Ishida
22,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Drama, Historical, Samurai, Shounen",8.54,132,147,finished,Nobuhiro Watsuki
8157,Kamisama Hajimemashita,"Comedy, Fantasy, Mythology, Romance, Shoujo, Supernatural",8.54,133,172,finished,Julietta Suzuki
102,Fruits Basket,"Award Winning, Drama, Love Polygon, Romance, School, Shoujo, Supernatural",8.53,134,82,finished,Natsuki Takaya
5744,Ping Pong,"Drama, Seinen, Sports",8.53,136,827,finished,Taiyou Matsumoto
11327,One Outs,"Adult Cast, Psychological, Seinen, Sports, Team Sports",8.53,137,513,finished,Shinobu Kaitani
101396,Sasaki to Miyano,"Boys Love, Otaku Culture, School",8.53,138,485,currently_publishing,Shou Harusono
137303,Hirayasumi,"Seinen, Slice of Life",8.53,140,1058,currently_publishing,Keigo Shinzou
214,Kidou Senshi Gundam: The Origin,"Action, Award Winning, Drama, Mecha, Military, Sci-Fi, Shounen, Space",8.51,143,1172,finished,"Yoshikazu Yasuhiko, Yoshiyuki Tomino"
21498,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,"Drama, Fantasy, Horror, Mystery, Psychological, Shounen, Supernatural, Suspense",8.51,145,1215,finished," Ryukishi07,  Akitaka"
44307,Kakukaku Shikajika,"Award Winning, Josei, Memoir, Otaku Culture, Slice of Life, Visual Arts",8.5,146,663,finished,Akiko Higashimura
30,Ouran Koukou Host Club,"Comedy, Crossdressing, Drama, Reverse Harem, Romance, School, Shoujo",8.5,149,100,finished,Bisco Hatori
11734,Watashitachi no Shiawase na Jikan,"Drama, Music, Psychological, Romance, Seinen",8.5,151,118,finished,Sumomo Yumeka
104538,Kimi no Suizou wo Tabetai,"Drama, Romance",8.49,154,381,finished,"Idumi Kirihara, Yoru Sumino"
28393,Sakamichi no Apollon,"Award Winning, Drama, Josei, Love Polygon, Music, Romance, School",8.49,155,588,finished,Yuki Kodama
56529,Bungou Stray Dogs,"Action, Detective, Mystery, Seinen, Supernatural",8.49,156,159,currently_publishing,"Kafka Asagiri,  Harukawa35"
79085,Given,"Boys Love, Drama, Music, School",8.49,157,253,finished,Natsuki Kizu
85719,Blue Giant,"Award Winning, Music, Seinen",8.49,158,790,finished,Shinichi Ishizuka
113010,Bakemonogatari,"Action, Comedy, Drama, Mystery, Romance, Shounen, Supernatural, Vampire",8.49,159,456,finished," Oh! Great, ISIN NISIO"
119161,Spy x Family,"Action, Childcare, Comedy, Shounen",8.49,161,19,currently_publishing,Tatsuya Endou
121504,Yubisaki to Renren,"Adult Cast, Romance, Shoujo",8.49,162,318,currently_publishing,Suu Morishita
117851,Shimeji Simulation,"School, Slice of Life",8.48,163,859,finished, Tsukumizu
38071,Spirit Circle,"Action, Adventure, Comedy, Drama, Reincarnation, Romance, Seinen, Supernatural",8.48,165,383,finished,Satoshi Mizukami
25515,JoJo no Kimyou na Bouken Part 8: JoJolion,"Action, Adventure, Award Winning, Mystery, Seinen, Supernatural",8.47,166,75,finished,Hirohiko Araki
46282,Chikan Otoko,"Comedy, Drama, Romance, Slice of Life",8.47,167,361,finished,Takuma Yokota
88639,"Ohayou, Ibarahime","Romance, Shoujo, Supernatural",8.47,168,482,finished,Megumi Morino
93753,Vanitas no Karte,"Fantasy, Historical, Shounen, Urban Fantasy, Vampire",8.47,169,237,currently_publishing,Jun Mochizuki
112988,blanc,"Boys Love, Drama, Slice of Life",8.47,171,2383,finished,Asumiko Nakamura
114745,Blue Lock,"Award Winning, Shounen, Sports, Team Sports",8.47,172,44,currently_publishing,"Muneyuki Kaneshiro, Yuusuke Nomura"
1183,Cross Game,"Award Winning, Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",8.47,176,863,finished,Mitsuru Adachi
43,Eyeshield 21,"Shounen, Sports, Team Sports",8.46,177,207,finished,"Riichiro Inagaki, Yusuke Murata"
7519,Kami nomi zo Shiru Sekai,"Comedy, Fantasy, Harem, Otaku Culture, Romance, School, Shounen, Supernatural",8.46,179,129,finished,Tamiki Wakaki
97244,Shimanami Tasogare,"Drama, Psychological, Seinen, Slice of Life",8.46,180,261,finished,Yuuki Kamatani
36413,Hinamatsuri,"Childcare, Comedy, Organized Crime, Seinen, Supernatural",8.46,181,308,finished,Masao Ohtake
100323,Yuukoku no Moriarty,"Adult Cast, Historical, Mystery, Psychological, Shounen, Suspense",8.45,183,479,currently_publishing,"Ryousuke Takeuchi, Hikaru Miyoshi"
3299,Ookami to Koushinryou,"Adult Cast, Adventure, Drama, Fantasy, Historical, Romance, Seinen, Supernatural",8.45,184,422,finished,"Keito Koume, Isuna Hasekura"
7482,Rainbow: Nisha Rokubou no Shichinin,"Award Winning, Delinquents, Drama, Historical, Psychological, Seinen",8.45,185,481,finished,"George Abe, Masasumi Kakizaki"
135496,Dandadan,"Action, Comedy, Shounen, Supernatural",8.45,189,52,currently_publishing,Yukinobu Tatsu
155861,Kininatteru Hito ga Otoko ja Nakatta,"Girls Love, Music",8.44,192,476,currently_publishing,Sumiko Arai
21499,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,"Drama, Horror, Mystery, Shounen, Supernatural",8.44,193,1435,finished," Ryukishi07, Hinase Momoyama"
42,Dragon Ball,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.44,194,62,finished,Akira Toriyama
1032,Doraemon,"Adventure, Anthropomorphic, Award Winning, Comedy, Kids, School, Sci-Fi, Shounen, Slice of Life",8.44,195,1262,finished,Fujio F. Fujiko
1469,Glass no Kamen,"Drama, Performing Arts, Romance, Shoujo, Showbiz",8.44,196,1662,on_hiatus,Suzue Miuchi
3285,Holyland,"Action, Delinquents, Martial Arts, Psychological, Seinen",8.44,197,174,finished,Kouji Mori
6812,Kyou kara Ore wa!!,"Action, Comedy, Delinquents, School, Shounen",8.44,199,870,finished,Hiroyuki Nishimori
743,21st Century Boys,"Award Winning, Drama, Mystery, Psychological, Sci-Fi, Seinen",8.43,200,143,finished,Naoki Urasawa
17051,Barakamon,"Childcare, Comedy, Iyashikei, Shounen, Slice of Life, Visual Arts",8.43,201,421,finished,Satsuki Yoshino
119279,Hirano to Kagiura,"Boys Love, Josei, School, Slice of Life",8.43,203,1913,currently_publishing,Shou Harusono
29211,Gekkan Shoujo Nozaki-kun,"Comedy, Otaku Culture, Romance, School",8.43,204,197,currently_publishing,Izumi Tsubaki
3572,Tobaku Mokushiroku Kaiji,"Adult Cast, Award Winning, Drama, High Stakes Game, Seinen, Strategy Game",8.42,206,877,finished,Nobuyuki Fukumoto
87397,Shiori Experience: Jimi na Watashi to Hen na Ojisan,"Comedy, Music, School, Seinen, Supernatural",8.42,208,936,currently_publishing,"Yu-Ko Osada, Kazuya Machida"
42451,Horimiya,"Romance, School, Shounen",8.41,210,16,finished,"Daisuke Hagiwara,  HERO"
138673,Look Back,"Drama, Shounen",8.41,211,127,finished,Tatsuki Fujimoto
162964,Mayonaka Heart Tune,"Comedy, Harem, Romance, School, Shounen, Showbiz",8.41,212,1334,currently_publishing,Masakuni Igarashi
658,Mugen no Juunin,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Seinen, Supernatural",8.41,213,187,finished,Hiroaki Samura
974,Basara,"Adventure, Award Winning, Drama, Fantasy, Romance, Shoujo",8.41,214,743,finished,Yumi Tamura
3866,Kuroshitsuji,"Action, Fantasy, Historical, Mystery, Mythology, Shounen, Supernatural",8.41,215,71,currently_publishing,Yana Toboso
110771,Toshokan no Daimajutsushi,"Fantasy, Seinen",8.41,218,903,currently_publishing,Mitsu Izumi
133431,Uma Musume Cinderella Gray,"Drama, Seinen, Slice of Life, Sports",8.41,219,5802,currently_publishing,Taiyou Kuzumi
121213,Kimi wa Houkago Insomnia,"Romance, School, Seinen",8.4,220,325,finished,Makoto Ojiro
419,Nodame Cantabile,"Adult Cast, Award Winning, Comedy, Josei, Music, Romance, Slice of Life",8.4,221,661,finished,Tomoko Ninomiya
3573,Tobaku Hakairoku Kaiji,"Adult Cast, Drama, High Stakes Game, Strategy Game",8.4,222,1750,finished,Nobuyuki Fukumoto
8967,Onanie Master Kurosawa,"Drama, Psychological, School",8.39,224,84,finished,"Takuma Yokota, Katsura Ise"
93699,Innocent Rouge,"Award Winning, Drama, Historical, Seinen",8.39,225,573,finished,Shinichi Sakamoto
94376,Yuru Camp△,"CGDCT, Iyashikei, Slice of Life",8.39,226,965,currently_publishing, Afro
99314,Kimi no Na wa.,"Drama, Seinen",8.39,227,168,finished,"Makoto Shinkai, Ranmaru Kotone"
768,Gunnm,"Action, Sci-Fi, Seinen",8.38,228,185,finished,Yukito Kishiro
2921,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",8.38,229,68,finished,Hiro Fujiwara
3082,Nichijou,"Comedy, Gag Humor, School, Shounen",8.38,230,443,currently_publishing,Keiichi Arawi
6164,My Girl,"Childcare, Drama, Seinen, Slice of Life",8.38,231,540,finished,Sumomo Yumeka
33031,Imawa no Kuni no Alice,"Action, Gore, High Stakes Game, Horror, Psychological, Shounen, Supernatural, Survival",8.38,234,182,finished,Haro Aso
110160,"Mata, Onaji Yume wo Miteita",Drama,8.38,236,803,finished,"Idumi Kirihara, Yoru Sumino"
166372,Love Bullet,"Action, Drama, Girls Love, Reincarnation, Seinen, Supernatural",8.38,238,2243,currently_publishing, inee
10,xxxHOLiC,"Comedy, Drama, Mystery, Seinen, Supernatural",8.37,239,186,finished, CLAMP
85,Azumanga Daioh,"CGDCT, Comedy, School, Slice of Life",8.37,240,306,finished,Kiyohiko Azuma
106,Cardcaptor Sakura,"Adventure, Award Winning, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",8.37,241,254,finished, CLAMP
401,Kiseijuu,"Action, Award Winning, Gore, Horror, Psychological, Sci-Fi, Seinen",8.37,242,137,finished,Hitoshi Iwaaki
1414,SKET Dance,"Award Winning, Comedy, Drama, School, Shounen",8.37,243,551,finished,Kenta Shinohara
9711,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen",8.37,244,57,finished,"Takeshi Obata, Tsugumi Ohba"
144011,Kimi no Yoru ni Fureru,"Boys Love, Drama",8.37,245,3892,finished,Moyori Mori
62795,Tomodachi Game,"High Stakes Game, Psychological, Shounen, Strategy Game, Suspense",8.37,248,191,finished,"Mikoto Yamaguchi, Yuuki Satou"
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",8.37,249,95,currently_publishing,"Taiki Kawakami,  Fuse"
118804,Ikoku Nikki,"Drama, Josei",8.37,251,2718,finished,Tomoko Yamashita
115730,Shadows House,"Fantasy, Mystery, Seinen",8.36,252,402,currently_publishing, Soumatou
136103,Haruka Tooki Ie,"Boys Love, Drama",8.36,254,4878,finished,Teki Yatsuda
142310,Amayo no Tsuki,"Drama, Girls Love, School",8.36,256,2721,currently_publishing, Kuzushiro
16081,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,"Drama, Horror, Mystery, Psychological, Shounen",8.36,258,1186,finished,"Kei Natsumi,  Ryukishi07"
24692,Noragami,"Action, Fantasy, Mythology, Shounen",8.36,259,46,finished, Adachitoka
39325,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural, Time Travel",8.36,260,177,finished,Kei Sanbe
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",8.35,262,90,finished, Fujita
122906,Kieta Hatsukoi,"Award Winning, Boys Love, Comedy, Romance, School, Shoujo",8.35,267,973,finished," Aruko, Wataru Hinekure"
48347,Ballroom e Youkoso,"Comedy, Drama, Performing Arts, Romance, School, Shounen, Sports",8.35,268,451,currently_publishing,Tomo Takeuchi
660,Versailles no Bara,"Drama, Historical, Military, Romance, Shoujo",8.35,269,997,finished,Riyoko Ikeda
869,Konjiki no Gash!!,"Action, Adventure, Award Winning, Comedy, Shounen, Supernatural",8.35,270,541,finished,Makoto Raiku
104241,Mairimashita! Iruma-kun,"Comedy, Fantasy, Shounen",8.34,272,269,currently_publishing,Osamu Nishi
923,Kanata kara,"Adventure, Award Winning, Fantasy, Isekai, Mythology, Romance, Shoujo",8.34,273,1202,finished,Kyouko Hikawa
936,Homunculus,"Drama, Horror, Mystery, Psychological, Seinen, Supernatural",8.34,274,79,finished,Hideo Yamamoto
3281,Hadashi no Gen,"Drama, Historical, Shounen",8.34,275,1685,finished,Keiji Nakazawa
3571,Ten: Tenhou-doori no Kaidanji,"Adult Cast, Drama, Strategy Game",8.34,276,3254,finished,Nobuyuki Fukumoto
49835,Gochuumon wa Usagi desu ka?,"CGDCT, Comedy, Iyashikei, Workplace",8.34,278,2902,currently_publishing, Koi
25096,Gin no Saji,"Award Winning, Comedy, Drama, School, Shounen",8.33,279,420,finished,Hiromu Arakawa
61189,Mahoutsukai no Yome,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy",8.33,280,166,currently_publishing,Kore Yamazaki
147585,Sensou Kyoushitsu,"Action, Fantasy, Military, Shounen",8.33,281,2379,currently_publishing,"Higoro Toumori, Mozuku Sora"
2895,Piano no Mori,"Award Winning, Drama, Music, Seinen",8.33,285,1231,finished,Makoto Isshiki
31,Lovely★Complex,"Award Winning, Comedy, Drama, Romance, School, Shoujo",8.32,286,258,finished,Aya Nakahara
320,Gakuen Alice,"Comedy, Drama, Love Polygon, Romance, School, Shoujo, Super Power",8.32,287,418,finished,Tachibana Higuchi
895,Full Metal Panic! Sigma,"Action, Mecha, Military, Romance, Shounen",8.32,288,1671,finished,"Shouji Gatou, Hiroshi Ueda"
58141,Machida-kun no Sekai,"Award Winning, Romance, School, Shoujo",8.32,289,591,finished,Yuki Andou
62023,Mushishi Tokubetsu-hen: Hihamukage,"Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",8.32,290,3489,finished,Yuki Urushibara
93972,Totsukuni no Shoujo,"Fantasy, Shounen",8.32,293,196,finished, Nagabe
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",8.32,295,632,currently_publishing,"Chika Toujou, Carlo Zen"
100922,Blue Giant Supreme,"Music, Seinen",8.32,296,4037,finished,Shinichi Ishizuka
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,"Action, Adventure, Seinen, Supernatural",8.32,297,396,currently_publishing,Hirohiko Araki
443,Mars,"Drama, Psychological, Romance, Shoujo",8.31,299,512,finished,Fuyumi Souryo
736,Shin Angyo Onshi,"Action, Adventure, Drama, Fantasy, Historical, Seinen, Supernatural",8.31,300,528,finished,"In-Wan Yoon, Kyung-il Yang"
1013,Touch,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shounen, Sports, Team Sports",8.31,301,1448,finished,Mitsuru Adachi
1600,Black Jack,"Award Winning, Drama, Medical, Shounen",8.31,302,801,finished,Osamu Tezuka
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",8.31,303,692,finished,Nobuyuki Fukumoto
10552,Hoshi no Samidare,"Action, Psychological, Seinen, Supernatural, Suspense",8.31,304,286,finished,Satoshi Mizukami
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",8.31,306,533,finished,Shuuichi Asou
40761,Ookami Kodomo no Ame to Yuki,"Childcare, Drama, Fantasy, Romance, Seinen, Slice of Life",8.31,307,750,finished,"Mamoru Hosoda,  Yuu"
81117,Tokyo Ghoul:re,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",8.31,308,21,finished,Sui Ishida
123444,Teito Seihai Kitan: Fate/type Redline,"Action, Comedy, Fantasy, Supernatural",8.31,309,1325,currently_publishing," Keikenchi, Ryouji Hirano"
118568,Bocchi the Rock!,"CGDCT, Comedy, Music",8.3,310,752,currently_publishing,Aki Hamaji
3378,Kimi ni Todoke,"Award Winning, Romance, School, Shoujo, Slice of Life",8.3,311,105,finished,Karuho Shiina
12471,Daichouhen Doraemon,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Slice of Life",8.3,313,5181,finished,Fujio F. Fujiko
15306,Takemitsuzamurai,"Award Winning, Historical, Martial Arts, Samurai, Seinen, Slice of Life",8.3,314,1360,finished,"Taiyou Matsumoto, Issei Eifuku"
156681,"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou","Fantasy, Isekai, Seinen",8.3,315,1749,currently_publishing,"Takumi Hinoura, Shimatsukasa Nimori"
57791,Canis Series,"Boys Love, Drama, Slice of Life",8.3,317,1854,currently_publishing,Hachi Ishie
77609,Harukaze no Étranger,"Boys Love, Slice of Life",8.3,318,845,currently_publishing,Kanna Kii
112774,Ojisama to Neko,"Pets, Slice of Life",8.29,321,871,currently_publishing,Umi Sakurai
135545,Ao no Hako,"Romance, School, Shounen, Sports, Team Sports",8.29,322,188,currently_publishing,Kouji Miura
